State,City
Virginia,Riner
Virginia,Rivanna (CDP)
Virginia,Riverdale
Virginia,Riverview
Virginia,Rockwood
Virginia,Rose Hill
Virginia,Rushmere
Virginia,Saluda
Virginia,Sandy Level
Virginia,Sanford
Virginia,Savage Town
Virginia,Savageville
Virginia,Scotland
Virginia,Sedley
Virginia,Selma
Virginia,Seven Corners
Virginia,Shawnee Land
Virginia,Shenandoah Farms
Virginia,Shenandoah Retreat
Virginia,Shenandoah Shores
Virginia,Short Pump
Virginia,Skyland Estates
Virginia,Snowville
Virginia,South Chesconessex
Virginia,South Riding
Virginia,South Run
Virginia,Southampton Meadows
Virginia,Southern Gateway
Virginia,Sperryville
Virginia,Spotsylvania Courthouse
Virginia,Springfield
Virginia,Springville
Virginia,Stafford
Virginia,Stanleytown
Virginia,Sterling
Virginia,Stone Ridge
Virginia,Sudley
Virginia,Sugar Grove
Virginia,Sugarland Run
Virginia,Sussex
Virginia,Tasley
Virginia,Temperanceville
Virginia,Templeton
Virginia,Thynedale
Virginia,Triangle
Virginia,Tuckahoe
Virginia,Twin Lakes
Virginia,Tysons
Virginia,Union Level
Virginia,University Center
Virginia,University of Virginia (census-designated place)
Virginia,Vansant
Virginia,Villa Heights
Virginia,Warfield
Virginia,Warm Springs
Virginia,Wattsville
Virginia,West Falls Church
Virginia,West Springfield
Virginia,Whitesville
Virginia,Wolf Trap
Virginia,Woodbridge
Virginia,Woodburn
Virginia,Woodlake
Virginia,Woodlawn
Virginia,Wyndham
Virginia,Yogaville
Virginia,Yorkshire
Virginia,Yorktown
