<<<<<<< HEAD
,Unnamed: 0,id,username,date,text,time,state,split_text,closed,open,cause,highway_string,has_highway,county_string,has_county,city_string,has_city,Other_Road_List,mm_list,exit_list,x,y,match_scores,matched_addresses,best_x,best_y,best_score,best_address
1111,1111,1041788088903770112,SCDOTLowCountry,2018-09-17,update: traf congestion i-26 eb: btwn 3 mi w of exit187 & exit187 no lns clsd from: 3:17pm| 4:36p,20:36:50,South Carolina,"['update:', 'traf', 'congestion', 'i-26', 'eb:', 'btwn', '3', 'mi', 'w', 'of', 'exit187', '&', 'exit187', 'no', 'lns', 'clsd', 'from:', '3:17pm|', '4:36p']",clsd,,congestion,I-26,1,None,0,None,0,None,None,"exit 187,exit 187",-106.31656999999996,42.85699000000005,75.2,"I-26, exit 187, South Carolina, USA",None,None,None,None
1112,1112,1041786815928303618,SCDOTLowCountry,2018-09-17,collision i-26 eb: 05 mi e of exit172b no lns clsd ocrd: 3:39pm| 4:31p,20:31:47,South Carolina,"['collision', 'i-26', 'eb:', '05', 'mi', 'e', 'of', 'exit172b', 'no', 'lns', 'clsd', 'ocrd:', '3:39pm|', '4:31p']",clsd,,collision,I-26,1,None,0,None,0,None,None,exit 172b,-82.24243999999999,34.70714000000004,70.33,"I-26, exit 172b, South Carolina, USA",None,None,None,None
1113,1113,1041786814124703744,SCDOTLowCountry,2018-09-17,traf congestion i-26 eb: btwn 3 mi e of exit177 & exit187 no lns clsd from: 3:17pm| 4:31p,20:31:46,South Carolina,"['traf', 'congestion', 'i-26', 'eb:', 'btwn', '3', 'mi', 'e', 'of', 'exit177', '&', 'exit187', 'no', 'lns', 'clsd', 'from:', '3:17pm|', '4:31p']",clsd,,congestion,I-26,1,None,0,None,0,None,None,"exit 177,exit 187","-106.31656999999996,-78.88414999999998","42.85699000000005,36.01410000000004","75.2,84.95","I-26, exit 187, South Carolina, USA,I-26, exit 177, South Carolina, USA",-78.88414999999998,36.01410000000004,84.95,",I-26, exit 177, South Carolina"
1114,1114,1041671050524848128,SCDOTLowCountry,2018-09-17,update: collision i-26 eb: at exit217 no lns clsd ocrd: 7:55am| 8:51a,12:51:46,South Carolina,"['update:', 'collision', 'i-26', 'eb:', 'at', 'exit217', 'no', 'lns', 'clsd', 'ocrd:', '7:55am|', '8:51a']",clsd,,collision,I-26,1,None,0,None,0,None,None,exit 217,-79.96522999999996,32.83859000000007,92.6,"I-26, exit 217, South Carolina, USA",None,None,None,None
1115,1115,1041657191521021953,SCDOTLowCountry,2018-09-17,collision i-26 eb: at exit217 lft ln clsd ocrd: 7:55am| 7:56a,11:56:42,South Carolina,"['collision', 'i-26', 'eb:', 'at', 'exit217', 'lft', 'ln', 'clsd', 'ocrd:', '7:55am|', '7:56a']",clsd,,collision,I-26,1,None,0,None,0,"l fort,exit217 l fort,lft lane,exit217 lft lane",None,exit 217,-79.96522999999996,32.83859000000007,92.6,"I-26, exit 217, South Carolina, USA",None,None,None,None
1116,1116,1041655341417746432,SCDOTLowCountry,2018-09-17,update: collision i-26 eb: 1 mi w of exit165 no lns clsd ocrd: 7:01am| 7:49a,11:49:21,South Carolina,"['update:', 'collision', 'i-26', 'eb:', '1', 'mi', 'w', 'of', 'exit165', 'no', 'lns', 'clsd', 'ocrd:', '7:01am|', '7:49a']",clsd,,collision,I-26,1,None,0,None,0,None,None,exit 165,-79.07961999999998,36.058340000000044,85.39,"I-26, exit 165, South Carolina, USA",None,None,None,None
1117,1117,1041649670555164672,SCDOTLowCountry,2018-09-17,update: collision i-26 eb: 2 mi e of exit194 no lns clsd ocrd: 7:03am| 7:26a,11:26:49,South Carolina,"['update:', 'collision', 'i-26', 'eb:', '2', 'mi', 'e', 'of', 'exit194', 'no', 'lns', 'clsd', 'ocrd:', '7:03am|', '7:26a']",clsd,,collision,I-26,1,None,0,None,0,None,None,exit 194,-79.70826999999997,35.965490000000045,83.4,"I-26, exit 194, South Carolina, USA",None,None,None,None
1118,1118,1041644628888485888,SCDOTLowCountry,2018-09-17,collision i-26 eb: 2 mi e of exit194 no lns clsd ocrd: 7:03am| 7:06a,11:06:47,South Carolina,"['collision', 'i-26', 'eb:', '2', 'mi', 'e', 'of', 'exit194', 'no', 'lns', 'clsd', 'ocrd:', '7:03am|', '7:06a']",clsd,,collision,I-26,1,None,0,None,0,None,None,exit 194,-79.70826999999997,35.965490000000045,83.4,"I-26, exit 194, South Carolina, USA",None,None,None,None
1119,1119,1041482295876747269,SCDOTLowCountry,2018-09-17,collision i-26 eb: btwn exit111b & exit220 2 lft lns clsd ocrd: 8:17pm| 8:21p,00:21:43,South Carolina,"['collision', 'i-26', 'eb:', 'btwn', 'exit111b', '&', 'exit220', '2', 'lft', 'lns', 'clsd', 'ocrd:', '8:17pm|', '8:21p']",clsd,,collision,I-26,1,None,0,None,0,"l fort,2 l fort",None,"exit 111b,exit 220","-80.03403999999995,-79.95138999999995","32.81420000000003,32.81132000000002","81.63,94.05","I-26, exit 111b, South Carolina, USA,I-26, exit 220, South Carolina, USA",-79.95138999999995,32.81132000000002,94.05,",I-26, exit 220, South Carolina"
1120,1120,1041477920424951811,SCDOTLowCountry,2018-09-17,update: traf congestion i-26 eb: btwn exit169b & 1 mi e of exit177 no lns clsd from: 3:52pm exp clr: 8:02pm| 8:04p,00:04:20,South Carolina,"['update:', 'traf', 'congestion', 'i-26', 'eb:', 'btwn', 'exit169b', '&', '1', 'mi', 'e', 'of', 'exit177', 'no', 'lns', 'clsd', 'from:', '3:52pm', 'exp', 'clr:', '8:02pm|', '8:04p']",clsd,,congestion,I-26,1,None,0,None,0,"3:52pm expressway,from: 3:52pm expressway",None,"exit 169b,exit 177","-78.88414999999998,-82.24243999999999","36.01410000000004,34.70714000000004","84.95,70.33","I-26, exit 177, South Carolina, USA,I-26, exit 169b, South Carolina, USA",-78.88414999999998,36.01410000000004,84.95,"I-26, exit 177, South Carolina"
1121,1121,1041471609847074816,SCDOTLowCountry,2018-09-16,update: disabled veh i-26 eb: 2 mi w of exit154a lft ln clsd ocrd: 7:33pm| 7:39p,23:39:16,South Carolina,"['update:', 'disabled', 'veh', 'i-26', 'eb:', '2', 'mi', 'w', 'of', 'exit154a', 'lft', 'ln', 'clsd', 'ocrd:', '7:33pm|', '7:39p']",clsd,,disabled,I-26,1,None,0,None,0,"l fort,exit154a l fort,lft lane,exit154a lft lane",None,exit 154a,-82.24243999999999,34.70714000000004,70.33,"I-26, exit 154a, South Carolina, USA",None,None,None,None
1122,1122,1041470978369495040,SCDOTLowCountry,2018-09-16,disabled veh i-26 eb: 2 mi w of exit154a rht ln clsd ocrd: 7:33pm| 7:36p,23:36:45,South Carolina,"['disabled', 'veh', 'i-26', 'eb:', '2', 'mi', 'w', 'of', 'exit154a', 'rht', 'ln', 'clsd', 'ocrd:', '7:33pm|', '7:36p']",clsd,,disabled,I-26,1,None,0,None,0,"r heights,exit154a r heights,rht lane,exit154a rht lane",None,exit 154a,-82.24243999999999,34.70714000000004,70.33,"I-26, exit 154a, South Carolina, USA",None,None,None,None
1123,1123,1041461564765863938,SCDOTLowCountry,2018-09-16,update: traf congestion i-26 eb: btwn exit125 & 1 mi w of exit129 no lns clsd from: 4:24pm exp clr: 6:57pm| 6:59p,22:59:21,South Carolina,"['update:', 'traf', 'congestion', 'i-26', 'eb:', 'btwn', 'exit125', '&', '1', 'mi', 'w', 'of', 'exit129', 'no', 'lns', 'clsd', 'from:', '4:24pm', 'exp', 'clr:', '6:57pm|', '6:59p']",clsd,,congestion,I-26,1,None,0,None,0,"4:24pm expressway,from: 4:24pm expressway",None,"exit 125,exit 129","-82.24243999999999,-80.44130999999999","34.70714000000004,36.318940000000055","71.82,87.02","I-26, exit 125, South Carolina, USA,I-26, exit 129, South Carolina, USA",-80.44130999999999,36.318940000000055,87.02,",I-26, exit 129, South Carolina"
1124,1124,1041461563100680192,SCDOTLowCountry,2018-09-16,update: traf congestion i-26 eb: btwn exit149 & exit154b no lns clsd from: 3:45pm exp clr: 6:56pm| 6:59p,22:59:20,South Carolina,"['update:', 'traf', 'congestion', 'i-26', 'eb:', 'btwn', 'exit149', '&', 'exit154b', 'no', 'lns', 'clsd', 'from:', '3:45pm', 'exp', 'clr:', '6:56pm|', '6:59p']",clsd,,congestion,I-26,1,None,0,None,0,"3:45pm expressway,from: 3:45pm expressway",None,"exit 149,exit 154b","-82.24243999999999,-79.64645999999993","34.70714000000004,36.31704000000008","70.33,82.84","I-26, exit 154b, South Carolina, USA,I-26, exit 149, South Carolina, USA",-79.64645999999993,36.31704000000008,82.84,",I-26, exit 149, South Carolina"
1125,1125,1041450847643807745,SCDOTLowCountry,2018-09-16,update: traf congestion i-95 nb: 3 mi n of exit8 no lns clsd from: 5:31pm| 6:16p,22:16:45,South Carolina,"['update:', 'traf', 'congestion', 'i-95', 'nb:', '3', 'mi', 'n', 'of', 'exit8', 'no', 'lns', 'clsd', 'from:', '5:31pm|', '6:16p']",clsd,,congestion,I-95,1,None,0,None,0,None,None,exit 8,-81.32936999999998,35.228710000000035,84.63,"I-95, exit 8, South Carolina, USA",None,None,None,None
1126,1126,1041442654658195456,SCDOTLowCountry,2018-09-16,update: traf congestion i-95 nb: btwn exit5 & exit33 no lns clsd from: 5:38pm| 5:44p,21:44:12,South Carolina,"['update:', 'traf', 'congestion', 'i-95', 'nb:', 'btwn', 'exit5', '&', 'exit33', 'no', 'lns', 'clsd', 'from:', '5:38pm|', '5:44p']",clsd,,congestion,I-95,1,None,0,None,0,None,None,"exit 5,exit 33","-80.88908999999995,-82.28090999999995","35.16628000000003,34.78667000000007","84.63,85.92","I-95, exit 5, South Carolina, USA,I-95, exit 33, South Carolina, USA",-82.28090999999995,34.78667000000007,85.92,",I-95, exit 33, South Carolina"
1127,1127,1041442652787494912,SCDOTLowCountry,2018-09-16,update: traf congestion i-95 nb: btwn exit28 & exit33 no lns clsd from: 3:31pm exp clr: 5:42pm| 5:44p,21:44:12,South Carolina,"['update:', 'traf', 'congestion', 'i-95', 'nb:', 'btwn', 'exit28', '&', 'exit33', 'no', 'lns', 'clsd', 'from:', '3:31pm', 'exp', 'clr:', '5:42pm|', '5:44p']",clsd,,congestion,I-95,1,None,0,None,0,"3:31pm expressway,from: 3:31pm expressway",None,"exit 28,exit 33","-82.28090999999995,-80.87463999999994","34.78667000000007,35.48636000000005","85.92,84.85","I-95, exit 33, South Carolina, USA,I-95, exit 28, South Carolina, USA",-82.28090999999995,34.78667000000007,85.92,"I-95, exit 33, South Carolina"
1128,1128,1041442062443466752,SCDOTLowCountry,2018-09-16,traf congestion i-95 nb: at exit33 no lns clsd from: 5:38pm| 5:41p,21:41:51,South Carolina,"['traf', 'congestion', 'i-95', 'nb:', 'at', 'exit33', 'no', 'lns', 'clsd', 'from:', '5:38pm|', '5:41p']",clsd,,congestion,I-95,1,None,0,None,0,None,None,exit 33,-82.28090999999995,34.78667000000007,85.92,"I-95, exit 33, South Carolina, USA",None,None,None,None
1129,1129,1041440169268850690,SCDOTLowCountry,2018-09-16,collision i-95 nb: 3 mi n of exit8 unknown lns clsd ocrd: 5:31pm| 5:34p,21:34:20,South Carolina,"['collision', 'i-95', 'nb:', '3', 'mi', 'n', 'of', 'exit8', 'unknown', 'lns', 'clsd', 'ocrd:', '5:31pm|', '5:34p']",clsd,,collision,I-95,1,None,0,None,0,None,None,exit 8,-81.32936999999998,35.228710000000035,84.63,"I-95, exit 8, South Carolina, USA",None,None,None,None
1130,1130,1041429452763418625,SCDOTLowCountry,2018-09-16,update: traf congestion i-26 eb: btwn exit169b & 1 mi e of exit177 no lns clsd from: 3:52pm| 4:51p,20:51:45,South Carolina,"['update:', 'traf', 'congestion', 'i-26', 'eb:', 'btwn', 'exit169b', '&', '1', 'mi', 'e', 'of', 'exit177', 'no', 'lns', 'clsd', 'from:', '3:52pm|', '4:51p']",clsd,,congestion,I-26,1,None,0,None,0,None,None,"exit 169b,exit 177","-78.88414999999998,-82.24243999999999","36.01410000000004,34.70714000000004","84.95,70.33","I-26, exit 177, South Carolina, USA,I-26, exit 169b, South Carolina, USA",-78.88414999999998,36.01410000000004,84.95,"I-26, exit 177, South Carolina"
1131,1131,1041423816784850945,SCDOTLowCountry,2018-09-16,traf congestion i-26 eb: btwn exit125 & 1 mi w of exit129 no lns clsd from: 4:24pm| 4:29p,20:29:21,South Carolina,"['traf', 'congestion', 'i-26', 'eb:', 'btwn', 'exit125', '&', '1', 'mi', 'w', 'of', 'exit129', 'no', 'lns', 'clsd', 'from:', '4:24pm|', '4:29p']",clsd,,congestion,I-26,1,None,0,None,0,None,None,"exit 125,exit 129","-82.24243999999999,-80.44130999999999","34.70714000000004,36.318940000000055","71.82,87.02","I-26, exit 125, South Carolina, USA,I-26, exit 129, South Carolina, USA",-80.44130999999999,36.318940000000055,87.02,",I-26, exit 129, South Carolina"
1132,1132,1041416249236967425,SCDOTLowCountry,2018-09-16,traf congestion i-26 eb: btwn exit169b & exit172b no lns clsd from: 3:52pm| 3:59p,19:59:17,South Carolina,"['traf', 'congestion', 'i-26', 'eb:', 'btwn', 'exit169b', '&', 'exit172b', 'no', 'lns', 'clsd', 'from:', '3:52pm|', '3:59p']",clsd,,congestion,I-26,1,None,0,None,0,None,None,"exit 169b,exit 172b","-82.24243999999999,-82.24243999999999","34.70714000000004,34.70714000000004","70.33,70.33","I-26, exit 172b, South Carolina, USA,I-26, exit 169b, South Carolina, USA",-82.24243999999999,34.70714000000004,70.33,"I-26, exit 172b, South Carolina"
1133,1133,1041413719824183296,SCDOTLowCountry,2018-09-16,traf congestion i-26 eb: btwn exit149 & exit154b no lns clsd from: 3:45pm| 3:49p,19:49:13,South Carolina,"['traf', 'congestion', 'i-26', 'eb:', 'btwn', 'exit149', '&', 'exit154b', 'no', 'lns', 'clsd', 'from:', '3:45pm|', '3:49p']",clsd,,congestion,I-26,1,None,0,None,0,None,None,"exit 149,exit 154b","-82.24243999999999,-79.64645999999993","34.70714000000004,36.31704000000008","70.33,82.84","I-26, exit 154b, South Carolina, USA,I-26, exit 149, South Carolina, USA",-79.64645999999993,36.31704000000008,82.84,",I-26, exit 149, South Carolina"
1134,1134,1041410600360988673,SCDOTLowCountry,2018-09-16,traf congestion i-95 nb: btwn exit28 & exit33 no lns clsd from: 3:31pm| 3:36p,19:36:50,South Carolina,"['traf', 'congestion', 'i-95', 'nb:', 'btwn', 'exit28', '&', 'exit33', 'no', 'lns', 'clsd', 'from:', '3:31pm|', '3:36p']",clsd,,congestion,I-95,1,None,0,None,0,None,None,"exit 28,exit 33","-82.28090999999995,-80.87463999999994","34.78667000000007,35.48636000000005","85.92,84.85","I-95, exit 33, South Carolina, USA,I-95, exit 28, South Carolina, USA",-82.28090999999995,34.78667000000007,85.92,"I-95, exit 33, South Carolina"
1135,1135,1041393616890023939,SCDOTLowCountry,2018-09-16,update: rd maint ops i-26 wb: 1 mi w of exit215 lft ln clsd began: 10:38am sch end: 2:26pm| 2:29p,18:29:21,South Carolina,"['update:', 'rd', 'maint', 'ops', 'i-26', 'wb:', '1', 'mi', 'w', 'of', 'exit215', 'lft', 'ln', 'clsd', 'began:', '10:38am', 'sch', 'end:', '2:26pm|', '2:29p']",clsd,,,I-26,1,None,0,None,0,"update: road,l fort,exit215 l fort,lft lane,exit215 lft lane",None,exit 215,-79.98915999999997,32.855540000000076,93.82,"I-26, exit 215, South Carolina, USA",None,None,None,None
1136,1136,1041386681130266625,SCDOTLowCountry,2018-09-16,update: traf congestion i-26 eb: btwn exit125 & exit139 no lns clsd from: 1:23pm| 2:01p,18:01:47,South Carolina,"['update:', 'traf', 'congestion', 'i-26', 'eb:', 'btwn', 'exit125', '&', 'exit139', 'no', 'lns', 'clsd', 'from:', '1:23pm|', '2:01p']",clsd,,congestion,I-26,1,None,0,None,0,None,None,"exit 125,exit 139","-82.24243999999999,-82.24243999999999","34.70714000000004,34.70714000000004","71.82,71.82","I-26, exit 125, South Carolina, USA,I-26, exit 139, South Carolina, USA",-82.24243999999999,34.70714000000004,71.82,"I-26, exit 125, South Carolina"
1137,1137,1041385416329449473,SCDOTLowCountry,2018-09-16,update: collision i-26 eb: at exit139 no lns clsd ocrd: 11:58am exp clr: 1:55pm| 1:56p,17:56:45,South Carolina,"['update:', 'collision', 'i-26', 'eb:', 'at', 'exit139', 'no', 'lns', 'clsd', 'ocrd:', '11:58am', 'exp', 'clr:', '1:55pm|', '1:56p']",clsd,,collision,I-26,1,None,0,None,0,"11:58am expressway,ocrd: 11:58am expressway",None,exit 139,-82.24243999999999,34.70714000000004,71.82,"I-26, exit 139, South Carolina, USA",None,None,None,None
1138,1138,1041382896056131584,SCDOTLowCountry,2018-09-16,update: traf congestion i-95 sb: btwn 1 mi n of exit28 & exit28 no lns clsd from: 12:21pm exp clr: 1:44pm| 1:46p,17:46:45,South Carolina,"['update:', 'traf', 'congestion', 'i-95', 'sb:', 'btwn', '1', 'mi', 'n', 'of', 'exit28', '&', 'exit28', 'no', 'lns', 'clsd', 'from:', '12:21pm', 'exp', 'clr:', '1:44pm|', '1:46p']",clsd,,congestion,I-95,1,None,0,None,0,"12:21pm expressway,from: 12:21pm expressway",None,"exit 28,exit 28",-80.87463999999994,35.48636000000005,84.85,"I-95, exit 28, South Carolina, USA",None,None,None,None
1139,1139,1041377889843924993,SCDOTLowCountry,2018-09-16,traf congestion i-26 eb: btwn exit125 & 1 mi e of exit125 no lns clsd from: 1:23pm| 1:26p,17:26:51,South Carolina,"['traf', 'congestion', 'i-26', 'eb:', 'btwn', 'exit125', '&', '1', 'mi', 'e', 'of', 'exit125', 'no', 'lns', 'clsd', 'from:', '1:23pm|', '1:26p']",clsd,,congestion,I-26,1,None,0,None,0,None,None,"exit 125,exit 125",-82.24243999999999,34.70714000000004,71.82,"I-26, exit 125, South Carolina, USA",None,None,None,None
1140,1140,1041376626070708224,SCDOTLowCountry,2018-09-16,traf congestion i-95 sb: btwn 1 mi n of exit28 & exit28 no lns clsd from: 12:21pm| 1:21p,17:21:50,South Carolina,"['traf', 'congestion', 'i-95', 'sb:', 'btwn', '1', 'mi', 'n', 'of', 'exit28', '&', 'exit28', 'no', 'lns', 'clsd', 'from:', '12:21pm|', '1:21p']",clsd,,congestion,I-95,1,None,0,None,0,None,None,"exit 28,exit 28",-80.87463999999994,35.48636000000005,84.85,"I-95, exit 28, South Carolina, USA",None,None,None,None
1141,1141,1041373463833968640,SCDOTLowCountry,2018-09-16,update: traf congestion i-95 sb: btwn 1 mi n of exit28 & exit28 no lns clsd from: 12:21pm exp clr: 1:07pm| 1:09p,17:09:16,South Carolina,"['update:', 'traf', 'congestion', 'i-95', 'sb:', 'btwn', '1', 'mi', 'n', 'of', 'exit28', '&', 'exit28', 'no', 'lns', 'clsd', 'from:', '12:21pm', 'exp', 'clr:', '1:07pm|', '1:09p']",clsd,,congestion,I-95,1,None,0,None,0,"12:21pm expressway,from: 12:21pm expressway",None,"exit 28,exit 28",-80.87463999999994,35.48636000000005,84.85,"I-95, exit 28, South Carolina, USA",None,None,None,None
1142,1142,1041365305090605056,SCDOTLowCountry,2018-09-16,update: vehicle on fire i-95 nb: 2 mi n of ga st line no lns clsd ocrd: 12:20pm| 12:36p,16:36:51,South Carolina,"['update:', 'vehicle', 'on', 'fire', 'i-95', 'nb:', '2', 'mi', 'n', 'of', 'ga', 'st', 'line', 'no', 'lns', 'clsd', 'ocrd:', '12:20pm|', '12:36p']",clsd,,,I-95,1,None,0,None,0,"ga street,of ga street",None,None,"-82.26373478647555,-79.94618116577534","33.83735074098526,32.798464074520915","90.68,90.11","I-95 & ga street, South Carolina, USA,I-95 & of ga street, South Carolina, USA",-82.26373478647555,33.83735074098526,90.68,"I-95 & ga street, South Carolina"
1143,1143,1041362151192055809,SCDOTLowCountry,2018-09-16,traf congestion i-95 sb: btwn 1 mi n of exit28 & exit28 no lns clsd from: 12:21pm| 12:24p,16:24:19,South Carolina,"['traf', 'congestion', 'i-95', 'sb:', 'btwn', '1', 'mi', 'n', 'of', 'exit28', '&', 'exit28', 'no', 'lns', 'clsd', 'from:', '12:21pm|', '12:24p']",clsd,,congestion,I-95,1,None,0,None,0,None,None,"exit 28,exit 28",-80.87463999999994,35.48636000000005,84.85,"I-95, exit 28, South Carolina, USA",None,None,None,None
1144,1144,1041361517990633472,SCDOTLowCountry,2018-09-16,vehicle on fire i-95 nb: 2 mi n of ga st line unknown lns clsd ocrd: 12:20pm| 12:21p,16:21:48,South Carolina,"['vehicle', 'on', 'fire', 'i-95', 'nb:', '2', 'mi', 'n', 'of', 'ga', 'st', 'line', 'unknown', 'lns', 'clsd', 'ocrd:', '12:20pm|', '12:21p']",clsd,,,I-95,1,None,0,None,0,"ga street,of ga street",None,None,"-82.26373478647555,-79.94618116577534","33.83735074098526,32.798464074520915","90.68,90.11","I-95 & ga street, South Carolina, USA,I-95 & of ga street, South Carolina, USA",-82.26373478647555,33.83735074098526,90.68,"I-95 & ga street, South Carolina"
1145,1145,1041357735256907776,SCDOTLowCountry,2018-09-16,collision i-26 eb: at exit139 no lns clsd ocrd: 11:58am| 12:06p,16:06:46,South Carolina,"['collision', 'i-26', 'eb:', 'at', 'exit139', 'no', 'lns', 'clsd', 'ocrd:', '11:58am|', '12:06p']",clsd,,collision,I-26,1,None,0,None,0,None,None,exit 139,-82.24243999999999,34.70714000000004,71.82,"I-26, exit 139, South Carolina, USA",None,None,None,None
1146,1146,1041347057141858304,SCDOTLowCountry,2018-09-16,update: rd maint ops i-26 wb: 1 mi w of exit215 lft ln clsd began: 10:38am| 11:24a,15:24:20,South Carolina,"['update:', 'rd', 'maint', 'ops', 'i-26', 'wb:', '1', 'mi', 'w', 'of', 'exit215', 'lft', 'ln', 'clsd', 'began:', '10:38am|', '11:24a']",clsd,,,I-26,1,None,0,None,0,"update: road,l fort,exit215 l fort,lft lane,exit215 lft lane",None,exit 215,-79.98915999999997,32.855540000000076,93.82,"I-26, exit 215, South Carolina, USA",None,None,None,None
1147,1147,1041336341466886145,SCDOTLowCountry,2018-09-16,rd maint ops i-26 wb: at exit215 lft ln clsd began: 10:38am| 10:41a,14:41:45,South Carolina,"['rd', 'maint', 'ops', 'i-26', 'wb:', 'at', 'exit215', 'lft', 'ln', 'clsd', 'began:', '10:38am|', '10:41a']",clsd,,,I-26,1,None,0,None,0,"l fort,exit215 l fort,lft lane,exit215 lft lane",None,exit 215,-79.98915999999997,32.855540000000076,93.82,"I-26, exit 215, South Carolina, USA",None,None,None,None
1148,1148,1041246999473995782,SCDOTLowCountry,2018-09-16,update: collision i-95 sb: at exit93 no lns clsd ocrd: 3:24am exp clr: 4:44am| 4:46a,08:46:44,South Carolina,"['update:', 'collision', 'i-95', 'sb:', 'at', 'exit93', 'no', 'lns', 'clsd', 'ocrd:', '3:24am', 'exp', 'clr:', '4:44am|', '4:46a']",clsd,,collision,I-95,1,None,0,None,0,"3:24am expressway,ocrd: 3:24am expressway",None,exit 93,-78.34815999999995,35.49093000000005,94.33,"I-95, exit 93, South Carolina, USA",None,None,None,None
1149,1149,1041243217679798272,SCDOTLowCountry,2018-09-16,update: collision i-95 sb: at exit93 no lns clsd ocrd: 3:24am| 4:31a,08:31:43,South Carolina,"['update:', 'collision', 'i-95', 'sb:', 'at', 'exit93', 'no', 'lns', 'clsd', 'ocrd:', '3:24am|', '4:31a']",clsd,,collision,I-95,1,None,0,None,0,None,None,exit 93,-78.34815999999995,35.49093000000005,94.33,"I-95, exit 93, South Carolina, USA",None,None,None,None
1150,1150,1041240739173289984,SCDOTLowCountry,2018-09-16,collision i-95 sb: at exit93 no lns clsd ocrd: 3:24am exp clr: 4:20am| 4:21a,08:21:52,South Carolina,"['collision', 'i-95', 'sb:', 'at', 'exit93', 'no', 'lns', 'clsd', 'ocrd:', '3:24am', 'exp', 'clr:', '4:20am|', '4:21a']",clsd,,collision,I-95,1,None,0,None,0,"3:24am expressway,ocrd: 3:24am expressway",None,exit 93,-78.34815999999995,35.49093000000005,94.33,"I-95, exit 93, South Carolina, USA",None,None,None,None
1151,1151,1041238215112503297,SCDOTLowCountry,2018-09-16,update: collision i-95 sb: at exit93 no lns clsd ocrd: 3:24am exp clr: 4:10am| 4:11a,08:11:50,South Carolina,"['update:', 'collision', 'i-95', 'sb:', 'at', 'exit93', 'no', 'lns', 'clsd', 'ocrd:', '3:24am', 'exp', 'clr:', '4:10am|', '4:11a']",clsd,,collision,I-95,1,None,0,None,0,"3:24am expressway,ocrd: 3:24am expressway",None,exit 93,-78.34815999999995,35.49093000000005,94.33,"I-95, exit 93, South Carolina, USA",None,None,None,None
1152,1152,1041237582934429696,SCDOTLowCountry,2018-09-16,update: traf congestion i-95 sb: btwn exit42 & exit33 no lns clsd from: 3:51am exp clr: 4:08am| 4:09a,08:09:19,South Carolina,"['update:', 'traf', 'congestion', 'i-95', 'sb:', 'btwn', 'exit42', '&', 'exit33', 'no', 'lns', 'clsd', 'from:', '3:51am', 'exp', 'clr:', '4:08am|', '4:09a']",clsd,,congestion,I-95,1,None,0,None,0,"3:51am expressway,from: 3:51am expressway",None,"exit 42,exit 33","-80.85669999999999,-82.28090999999995","35.67412000000007,34.78667000000007","86.65,85.92","I-95, exit 42, South Carolina, USA,I-95, exit 33, South Carolina, USA",-80.85669999999999,35.67412000000007,86.65,"I-95, exit 42, South Carolina"
1153,1153,1041233797658943488,SCDOTLowCountry,2018-09-16,traf congestion i-95 sb: btwn exit42 & exit33 no lns clsd from: 3:51am| 3:54a,07:54:17,South Carolina,"['traf', 'congestion', 'i-95', 'sb:', 'btwn', 'exit42', '&', 'exit33', 'no', 'lns', 'clsd', 'from:', '3:51am|', '3:54a']",clsd,,congestion,I-95,1,None,0,None,0,None,None,"exit 42,exit 33","-80.85669999999999,-82.28090999999995","35.67412000000007,34.78667000000007","86.65,85.92","I-95, exit 42, South Carolina, USA,I-95, exit 33, South Carolina, USA",-80.85669999999999,35.67412000000007,86.65,"I-95, exit 42, South Carolina"
1154,1154,1041228754427805696,SCDOTLowCountry,2018-09-16,traf congestion i-26 eb: btwn 2 mi w of exit177 & exit177 no lns clsd from: 3:30am| 3:34a,07:34:14,South Carolina,"['traf', 'congestion', 'i-26', 'eb:', 'btwn', '2', 'mi', 'w', 'of', 'exit177', '&', 'exit177', 'no', 'lns', 'clsd', 'from:', '3:30am|', '3:34a']",clsd,,congestion,I-26,1,None,0,None,0,None,None,"exit 177,exit 177",-78.88414999999998,36.01410000000004,84.95,"I-26, exit 177, South Carolina, USA",None,None,None,None
1155,1155,1041226863568412674,SCDOTLowCountry,2018-09-16,collision i-95 sb: at exit93 no lns clsd ocrd: 3:24am| 3:26a,07:26:43,South Carolina,"['collision', 'i-95', 'sb:', 'at', 'exit93', 'no', 'lns', 'clsd', 'ocrd:', '3:24am|', '3:26a']",clsd,,collision,I-95,1,None,0,None,0,None,None,exit 93,-78.34815999999995,35.49093000000005,94.33,"I-95, exit 93, South Carolina, USA",None,None,None,None
1156,1156,1041167097609502720,SCDOTLowCountry,2018-09-16,update: collision i-26 wb: at exit212b lft ln clsd ocrd: 11:17pm| 11:29p,03:29:14,South Carolina,"['update:', 'collision', 'i-26', 'wb:', 'at', 'exit212b', 'lft', 'ln', 'clsd', 'ocrd:', '11:17pm|', '11:29p']",clsd,,collision,I-26,1,None,0,None,0,"l fort,exit212b l fort,lft lane,exit212b lft lane",None,exit 212b,-80.02667999999994,32.90813000000003,92.66,"I-26, exit 212b, South Carolina, USA",None,None,None,None
