,Other_Road_List
1542,"249 mount,sh 249 mount,at sh 249 mount,houston road,mount houston road,249 mount houston road"
1543,"north loop,ih-610 north loop,irvington boulevard,at irvington boulevard,westbound at irvington boulevard"
1544,"north loop,ih-610 north loop,irvington boulevard,at irvington boulevard,eastbound at irvington boulevard"
1545,"north loop,ih-610 north loop,irvington boulevard,at irvington boulevard,westbound at irvington boulevard"
1546,"southw estate,ih-69 southw estate,southwe street,ih-69 southwe street,fountain view,at fountain view,southbound at fountain view,view drive,fountain view drive,at fountain view drive"
1547,"toll way,houston toll way,sam houston toll way,southea street,before southea street,westbound before southea street,southeast plaza,before southeast plaza,westbound before southeast plaza"
1548,"southw estate,ih-69 southw estate,southwe street,ih-69 southwe street,fountain view,at fountain view,southbound at fountain view,view drive,fountain view drive,at fountain view drive"
1549,"southw estate,ih-69 southw estate,southwe street,ih-69 southwe street"
1550,"eastex freeway,ih-69 eastex freeway,free way,eastex free way,ih-69 eastex free way,hopper road,at hopper road,northbound at hopper road"
1551,"tidal road,at tidal road,westbound at tidal road"
1552,"eastex freeway,ih-69 eastex freeway,free way,eastex free way,ih-69 eastex free way,hopper road,at hopper road,northbound at hopper road"
1553,"ea street,toll way,houston toll way,sam houston toll way,channeltoll bridge,ship channeltoll bridge,at ship channeltoll bridge,b ridge,channeltoll b ridge,ship channeltoll b ridge"
1554,"gu loaf,ih-45 gu loaf"
1555,None
1556,"gu loaf,ih-45 gu loaf"
1557,"belt way,8-ea street,beltway 8-ea street,fairmont parkway,at fairmont parkway,southbound at fairmont parkway,pk way,fairmont pk way,at fairmont pk way"
1558,"w estate,ih-610 w estate,we street,ih-610 we street,west loop,ih-610 west loop,fm-1093westheimer road,at fm-1093westheimer road,southbound at fm-1093westheimer road"
1559,None
1560,"rig heights,three rig heights,accident three rig heights"
1561,"rig heights,three rig heights,accident three rig heights,ever green,to ever green,back to ever green"
1562,"e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way,frontage road,fwy frontage road,e fwy frontage road"
1563,"e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way,between highway,inbound between highway,fwy inbound between highway,h way,between h way,inbound between h way"
1564,"at greens,nb at greens,eastex nb at greens,houston parkway,sam houston parkway,n sam houston parkway,pk way,houston pk way,sam houston pk way"
1565,"eastex freeway,us-69 eastex freeway,on us-69 eastex freeway,f way,eastex f way,us-69 eastex f way,rankin road,at rankin road,sb at rankin road"
1566,"at greens,nb at greens,us-69 nb at greens,houston parkway,sam houston parkway,n sam houston parkway,pk way,houston pk way,sam houston pk way"
1567,"eastex freeway,i-69 eastex freeway,on i-69 eastex freeway,f way,eastex f way,i-69 eastex f way,townsen boulevard,and townsen boulevard,494 and townsen boulevard,bouleva road,townsen bouleva road,and townsen bouleva road"
1568,"eastex freeway,us-69 eastex freeway,on us-69 eastex freeway,f way,eastex f way,us-69 eastex f way,rankin road,at rankin road,sb at rankin road"
1569,"at greens,nb at greens,us-69 nb at greens,houston parkway,sam houston parkway,n sam houston parkway,pk way,houston pk way,sam houston pk way"
1570,"eastex freeway,us-69 eastex freeway,on us-69 eastex freeway,f way,eastex f way,us-69 eastex f way,at greens,sb at greens,fwy sb at greens"
1571,"le fort,two le fort,accident two le fort,on highway,#downtown on highway,in #downtown on highway,h way,on h way,#downtown on h way,sw freeway,69 sw freeway,to 69 sw freeway,f way,sw f way,69 sw f way"
1572,"on highway,#crosby on highway,in #crosby on highway,h way,on h way,#crosby on h way,hall road,bohemian hall road,near bohemian hall road"
1573,"on highway,#crosby on highway,in #crosby on highway,h way,on h way,#crosby on h way,hall road,bohemian hall road,near bohemian hall road"
1574,"wa terrace,high wa terrace,on highway,#westside on highway,in #westside on highway,h way,on h way,#westside on h way"
1575,"wa terrace,high wa terrace,water road,high water road,debr island,road debr island,water road debr island,e freeway,i-10 e freeway,on i-10 e freeway,f way,e f way,i-10 e f way"
1576,"e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way,frontage road,fwy frontage road,e fwy frontage road"
1577,"e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way,and highway,sjolander and highway,between sjolander and highway,h way,and h way,sjolander and h way"
1578,"wa terrace,high wa terrace,to high wa terrace,#harr island,in #harr island,water in #harr island,houston parkway,sam houston parkway,s sam houston parkway,pk way,houston pk way,sam houston pk way,frontage road,pkwy frontage road,houston pkwy frontage road,between highway,eb between highway,rd eb between highway,h way,between h way,eb between h way,blackhawk boulevard,and blackhawk boulevard,35 and blackhawk boulevard"
1579,"eastex freeway,i-69 eastex freeway,on i-69 eastex freeway,f way,eastex f way,i-69 eastex f way,frontage road,fwy frontage road,eastex fwy frontage road,townsen boulevard,between townsen boulevard,nb between townsen boulevard"
1580,"eastex freeway,i-69 eastex freeway,on i-69 eastex freeway,f way,eastex f way,i-69 eastex f way,townsen boulevard,between townsen boulevard,nb between townsen boulevard,bouleva road,townsen bouleva road,between townsen bouleva road"
1581,"toll way,houston toll way,sam houston toll way,frontage road,tollway frontage road,houston tollway frontage road,katy freeway,i-10 katy freeway,the i-10 katy freeway,f way,katy f way,i-10 katy f way"
1582,"#harr island,in #harr island,flooding in #harr island,katy freeway,i-10 katy freeway,on i-10 katy freeway,f way,katy f way,i-10 katy f way,frontage road,fwy frontage road,katy fwy frontage road,eld ridge,at eld ridge,outbound at eld ridge,eldridge parkway,at eldridge parkway,outbound at eldridge parkway,pk way,eldridge pk way,at eldridge pk way"
1583,"toll way,houston toll way,sam houston toll way,frontage road,tollway frontage road,houston tollway frontage road,katy freeway,i-10 katy freeway,the i-10 katy freeway,f way,katy f way,i-10 katy f way,west park,and west park,fwy and west park"
1584,"toll way,houston toll way,sam houston toll way,katy freeway,i-10 katy freeway,the i-10 katy freeway,f way,katy f way,i-10 katy f way,west park,and west park,fwy and west park"
1585,"toll way,houston toll way,sam houston toll way,katy freeway,i-10 katy freeway,the i-10 katy freeway,f way,katy f way,i-10 katy f way"
1586,"e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way,lynch burg,crosby lynch burg,between crosby lynch burg"
1587,"wa terrace,high wa terrace,to high wa terrace,on highway,#houston on highway,in #houston on highway,h way,on h way,#houston on h way,between park,nbsb between park,both nbsb between park,park row,between park row,nbsb between park row,clay road,and clay road,row and clay road"
1588,"#memorial park,in #memorial park,cleared in #memorial park,katy freeway,the katy freeway,i-10 the katy freeway,f way,katy f way,the katy f way"
1589,"wa terrace,high wa terrace,to high wa terrace,#harr island,in #harr island,water in #harr island,houston parkway,sam houston parkway,s sam houston parkway,pk way,houston pk way,sam houston pk way,frontage road,pkwy frontage road,houston pkwy frontage road,between highway,eb between highway,rd eb between highway,h way,between h way,eb between h way,blackhawk boulevard,and blackhawk boulevard,35 and blackhawk boulevard"
1590,"on highway,#crosby on highway,in #crosby on highway,h way,on h way,#crosby on h way,hall road,bohemian hall road,near bohemian hall road"
1591,"rig heights,three rig heights,flooding three rig heights,katy freeway,i-10 katy freeway,on i-10 katy freeway,f way,katy f way,i-10 katy f way,eld ridge,at eld ridge,outbound at eld ridge,eldridge parkway,at eldridge parkway,outbound at eldridge parkway,pk way,eldridge pk way,at eldridge pk way"
1592,"e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way,frontage road,fwy frontage road,e fwy frontage road"
1593,"eastex freeway,i-69 eastex freeway,on i-69 eastex freeway,f way,eastex f way,i-69 eastex f way,frontage road,fwy frontage road,eastex fwy frontage road,townsen boulevard,and townsen boulevard,sorters and townsen boulevard"
1594,"le fort,two le fort,blocking two le fort,#memorial park,in #memorial park,lanes in #memorial park,katy freeway,the katy freeway,i-10 the katy freeway,f way,katy f way,the katy f way"
1595,"between brooks,wb between brooks,i-10 wb between brooks,brooks road,between brooks road,wb between brooks road"
1596,"walden road,and walden road,fm-1663 and walden road"
1597,"e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way,cedar lane,at cedar lane,outbound at cedar lane"
1598,"e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way,between highway,inbound between highway,fwy inbound between highway,h way,between h way,inbound between h way"
1599,"e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way,and highway,sjolander and highway,between sjolander and highway,h way,and h way,sjolander and h way"
1600,"e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way,frontage road,fwy frontage road,e fwy frontage road"
1601,"wa terrace,high wa terrace,#cleve land,in #cleve land,lanes in #cleve land"
1602,"on highway,#southside on highway,in #southside on highway,h way,on h way,#southside on h way,s freeway,288 s freeway,hwy 288 s freeway,f way,s f way,288 s f way,frontage road,fwy frontage road,s fwy frontage road,toll way,houston toll way,sam houston toll way"
1603,"gu loaf,i-45 gu loaf,on i-45 gu loaf,gulf freeway,i-45 gulf freeway,on i-45 gulf freeway,f way,gulf f way,i-45 gulf f way,frontage road,fwy frontage road,gulf fwy frontage road"
1604,"gu loaf,i-45 gu loaf,on i-45 gu loaf,gulf freeway,i-45 gulf freeway,on i-45 gulf freeway,f way,gulf f way,i-45 gulf f way,frontage road,fwy frontage road,gulf fwy frontage road"
1605,"eastex freeway,i-69 eastex freeway,on i-69 eastex freeway,f way,eastex f way,i-69 eastex f way,frontage road,fwy frontage road,eastex fwy frontage road,townsen boulevard,and townsen boulevard,sorters and townsen boulevard"
1606,"eastex freeway,i-69 eastex freeway,on i-69 eastex freeway,f way,eastex f way,i-69 eastex f way,townsen boulevard,and townsen boulevard,494 and townsen boulevard,bouleva road,townsen bouleva road,and townsen bouleva road"
1607,"on highway,#crosby on highway,in #crosby on highway,h way,on h way,#crosby on h way,hall road,bohemian hall road,near bohemian hall road"
1608,"on highway,#crosby on highway,in #crosby on highway,h way,on h way,#crosby on h way,hall road,bohemian hall road,near bohemian hall road"
1609,"wa terrace,high wa terrace,on highway,#westside on highway,in #westside on highway,h way,on h way,#westside on h way"
1610,"wa terrace,high wa terrace,to high wa terrace,on highway,#houston on highway,in #houston on highway,h way,on h way,#houston on h way,between park,nbsb between park,both nbsb between park,park row,between park row,nbsb between park row,clay road,and clay road,row and clay road"
1611,"on highway,#crosby on highway,in #crosby on highway,h way,on h way,#crosby on h way,w estate,eb w estate,e eb w estate,we street,eb we street,e eb we street,hall road,bohemian hall road,of bohemian hall road"
1612,"on highway,#crosby on highway,in #crosby on highway,h way,on h way,#crosby on h way,w estate,wb w estate,e wb w estate,we street,wb we street,e wb we street,hall road,bohemian hall road,of bohemian hall road"
1613,"hig highway,high way,on highway,#crosby on highway,in #crosby on highway,h way,on h way,#crosby on h way,w estate,eb w estate,e eb w estate,we street,eb we street,e eb we street,hall road,bohemian hall road,of bohemian hall road"
1614,"e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way,cedar lane,at cedar lane,outbound at cedar lane"
1615,"wa terrace,high wa terrace,to high wa terrace,brush island,between brush island,ebwb between brush island,is land,brush is land,between brush is land,island road,brush island road,between brush island road,washington boulevard,and washington boulevard,rd and washington boulevard"
1616,"houston parkway,sam houston parkway,e sam houston parkway,pk way,houston pk way,sam houston pk way,wallis ville,at wallis ville,nb at wallis ville,wallisville road,at wallisville road,nb at wallisville road"
1617,"wa terrace,high wa terrace,to high wa terrace,#harr island,in #harr island,water in #harr island,houston parkway,sam houston parkway,s sam houston parkway,pk way,houston pk way,sam houston pk way,frontage road,pkwy frontage road,houston pkwy frontage road,between highway,eb between highway,rd eb between highway,h way,between h way,eb between h way,blackhawk boulevard,and blackhawk boulevard,35 and blackhawk boulevard"
1618,"wa terrace,high wa terrace,#cleve land,in #cleve land,lanes in #cleve land"
1619,"toll way,houston toll way,sam houston toll way,frontage road,tollway frontage road,houston tollway frontage road,katy freeway,i-10 katy freeway,the i-10 katy freeway,f way,katy f way,i-10 katy f way"
1620,"#harr island,in #harr island,flooding in #harr island,katy freeway,i-10 katy freeway,on i-10 katy freeway,f way,katy f way,i-10 katy f way,frontage road,fwy frontage road,katy fwy frontage road,eld ridge,at eld ridge,outbound at eld ridge,eldridge parkway,at eldridge parkway,outbound at eldridge parkway,pk way,eldridge pk way,at eldridge pk way"
1621,"on highway,#tomball on highway,in #tomball on highway,h way,on h way,#tomball on h way,tomball parkway,249 tomball parkway,hwy 249 tomball parkway,pk way,tomball pk way,249 tomball pk way,compaq center,at compaq center,sb at compaq center,ctr drive,compaq ctr drive,at compaq ctr drive"
1622,None
1623,"eastex freeway,i-69 eastex freeway,on i-69 eastex freeway,f way,eastex f way,i-69 eastex f way,townsen boulevard,and townsen boulevard,sorters and townsen boulevard"
1624,"eastex freeway,i-69 eastex freeway,on i-69 eastex freeway,f way,eastex f way,i-69 eastex f way,frontage road,fwy frontage road,eastex fwy frontage road,townsen boulevard,between townsen boulevard,nb between townsen boulevard"
1625,"eastex freeway,i-69 eastex freeway,on i-69 eastex freeway,f way,eastex f way,i-69 eastex f way,townsen boulevard,and townsen boulevard,494 and townsen boulevard,bouleva road,townsen bouleva road,and townsen bouleva road"
1626,"eastex freeway,i-69 eastex freeway,on i-69 eastex freeway,f way,eastex f way,i-69 eastex f way,townsen boulevard,between townsen boulevard,nb between townsen boulevard,bouleva road,townsen bouleva road,between townsen bouleva road"
1627,"toll way,houston toll way,sam houston toll way,frontage road,tollway frontage road,houston tollway frontage road,katy freeway,i-10 katy freeway,the i-10 katy freeway,f way,katy f way,i-10 katy f way,west park,and west park,fwy and west park"
1628,"toll way,houston toll way,sam houston toll way,katy freeway,i-10 katy freeway,the i-10 katy freeway,f way,katy f way,i-10 katy f way,west park,and west park,fwy and west park"
1629,"toll way,houston toll way,sam houston toll way,katy freeway,i-10 katy freeway,the i-10 katy freeway,f way,katy f way,i-10 katy f way"
1630,"e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way,lynch burg,crosby lynch burg,between crosby lynch burg"
1631,"on highway,#southside on highway,in #southside on highway,h way,on h way,#southside on h way,s freeway,288 s freeway,hwy 288 s freeway,f way,s f way,288 s f way,frontage road,fwy frontage road,s fwy frontage road,toll way,houston toll way,sam houston toll way"
1632,None
1633,"on highway,#pasadena on highway,in #pasadena on highway,h way,on h way,#pasadena on h way,po route,la po route,225 la po route,porte freeway,la porte freeway,225 la porte freeway,f way,porte f way,la porte f way"
1634,"on highway,#pasadena on highway,in #pasadena on highway,h way,on h way,#pasadena on h way,po route,la po route,225 la po route,porte freeway,la porte freeway,225 la porte freeway,f way,porte f way,la porte f way"
1635,"b locks,accident b locks,rig heights,the rig heights,blocks the rig heights,toll way,houston toll way,sam houston toll way"
1636,"eld ridge,at eld ridge,wb at eld ridge,eldridge parkway,at eldridge parkway,wb at eldridge parkway,pk way,eldridge pk way,at eldridge pk way,toll way,houston toll way,sam houston toll way"
1637,"on highway,reopened on highway,h way,on h way,reopened on h way,sw freeway,69 sw freeway,and 69 sw freeway,f way,sw f way,69 sw f way"
1638,"rig heights,three rig heights,flooding three rig heights,katy freeway,i-10 katy freeway,on i-10 katy freeway,f way,katy f way,i-10 katy f way,eld ridge,at eld ridge,outbound at eld ridge,eldridge parkway,at eldridge parkway,outbound at eldridge parkway,pk way,eldridge pk way,at eldridge pk way"
1639,"rig heights,three rig heights,flooding three rig heights,katy freeway,i-10 katy freeway,on i-10 katy freeway,f way,katy f way,i-10 katy f way,eld ridge,at eld ridge,inbound at eld ridge,eldridge parkway,at eldridge parkway,inbound at eldridge parkway,pk way,eldridge pk way,at eldridge pk way"
1640,None
1641,"on highway,#southside on highway,in #southside on highway,h way,on h way,#southside on h way,s freeway,288 s freeway,hwy 288 s freeway,f way,s f way,288 s f way,frontage road,fwy frontage road,s fwy frontage road,toll way,houston toll way,sam houston toll way"
1642,"#harr island,in #harr island,flooding in #harr island,katy freeway,i-10 katy freeway,on i-10 katy freeway,f way,katy f way,i-10 katy f way,frontage road,fwy frontage road,katy fwy frontage road,eld ridge,at eld ridge,outbound at eld ridge,eldridge parkway,at eldridge parkway,outbound at eldridge parkway,pk way,eldridge pk way,at eldridge pk way"
1643,"# spring,in # spring,flooding in # spring,n freeway,i-45 n freeway,on i-45 n freeway,f way,n f way,i-45 n f way,frontage road,fwy frontage road,n fwy frontage road,cypresswood drive,e cypresswood drive,at e cypresswood drive"
1644,"frontage road,i-45 frontage road,on i-45 frontage road,memorial drive,veterans memorial drive,at veterans memorial drive"
1645,"gu loaf,i-45 gu loaf,on i-45 gu loaf,gulf freeway,i-45 gulf freeway,on i-45 gulf freeway,f way,gulf f way,i-45 gulf f way,frontage road,fwy frontage road,gulf fwy frontage road"
1646,"e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way,frontage road,fwy frontage road,e fwy frontage road"
1647,"on highway,#tomball on highway,in #tomball on highway,h way,on h way,#tomball on h way,tomball parkway,249 tomball parkway,hwy 249 tomball parkway,pk way,tomball pk way,249 tomball pk way,frontage road,pkwy frontage road,tomball pkwy frontage road,compaq center,at compaq center,nb at compaq center,ctr drive,compaq ctr drive,at compaq ctr drive"
1648,"on highway,#tomball on highway,in #tomball on highway,h way,on h way,#tomball on h way,tomball parkway,249 tomball parkway,hwy 249 tomball parkway,pk way,tomball pk way,249 tomball pk way,compaq center,at compaq center,sb at compaq center,ctr drive,compaq ctr drive,at compaq ctr drive"
1649,"frontage roads,on frontage roads,only on frontage roads,on highway,#pasadena on highway,in #pasadena on highway,h way,on h way,#pasadena on h way,po route,la po route,225 la po route,porte freeway,la porte freeway,225 la porte freeway,f way,porte f way,la porte f way"
1650,"frontage roads,on frontage roads,only on frontage roads,on highway,#pasadena on highway,in #pasadena on highway,h way,on h way,#pasadena on h way,po route,la po route,225 la po route,porte freeway,la porte freeway,225 la porte freeway,f way,porte f way,la porte f way"
1651,"#leaguecity parkway,in #leaguecity parkway,caution in #leaguecity parkway,#leaguecitypk way,in #leaguecitypk way,caution in #leaguecitypk way,gu loaf,on gu loaf,#leaguecitypkwy on gu loaf,gulf freeway,on gulf freeway,#leaguecitypkwy on gulf freeway,f way,gulf f way,on gulf f way"
1652,"frontage road,one frontage road,frontage road,69 frontage road,us 69 frontage road,townsen boulevard,between townsen boulevard,nbsb between townsen boulevard,kingwood drive,and kingwood drive,blvd and kingwood drive"
1653,"gu loaf,i-45 gu loaf,on i-45 gu loaf,gulf freeway,i-45 gulf freeway,on i-45 gulf freeway,f way,gulf f way,i-45 gulf f way,frontage road,fwy frontage road,gulf fwy frontage road,scars dale,at scars dale,inbound at scars dale"
1654,"off ramp,from off ramp,receded from off ramp,toll road,hardy toll road,the hardy toll road"
1655,"off ramp,from off ramp,receded from off ramp,toll road,hardy toll road,the hardy toll road,houston parkway,sam houston parkway,n sam houston parkway,pk way,houston pk way,sam houston pk way"
1656,"toll road,hardy toll road,the hardy toll road"
1657,"toll way,houston toll way,sam houston toll way,wbell fort,at wbell fort,wb at wbell fort"
1658,"toll way,houston toll way,sam houston toll way,wbell fort,at wbell fort,wb at wbell fort"
1659,"katy road,old katy road,at old katy road"
1660,"wa terrace,high wa terrace,#cleve land,in #cleve land,lanes in #cleve land"
1661,"on highway,closed on highway,h way,on h way,closed on h way,sw freeway,69 sw freeway,and 69 sw freeway,f way,sw f way,69 sw f way"
1662,"# spring,in # spring,flooding in # spring,n freeway,i-45 n freeway,on i-45 n freeway,f way,n f way,i-45 n f way,frontage road,fwy frontage road,n fwy frontage road,cypresswood drive,e cypresswood drive,at e cypresswood drive"
1663,"e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way,frontage road,fwy frontage road,e fwy frontage road"
1664,"e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way,between highway,inbound between highway,fwy inbound between highway,h way,between h way,inbound between h way"
1665,"e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way,and highway,sjolander and highway,between sjolander and highway,h way,and h way,sjolander and h way"
1666,"e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way,frontage road,fwy frontage road,e fwy frontage road"
1667,"rig heights,two rig heights,eld ridge,at eld ridge,wb at eld ridge,eldridge parkway,at eldridge parkway,wb at eldridge parkway,pk way,eldridge pk way,at eldridge pk way,toll way,houston toll way,sam houston toll way"
1668,"rig heights,two rig heights,eld ridge,at eld ridge,wb at eld ridge,eldridge parkway,at eldridge parkway,wb at eldridge parkway,pk way,eldridge pk way,at eldridge pk way"
1669,"# spring,in # spring,receded in # spring,on highway,#spring on highway,in #spring on highway,h way,on h way,#spring on h way,ray ford,between ray ford,ebwb between ray ford,rayfo road,between rayfo road,ebwb between rayfo road,rayford road,between rayford road,ebwb between rayford road,farm-to-market road,and farm-to-market road,rd and farm-to-market road"
1670,"katy road,old katy road,at old katy road"
1671,"toll way,houston toll way,sam houston toll way"
1672,"on highway,#southside on highway,in #southside on highway,h way,on h way,#southside on h way,s freeway,288 s freeway,hwy 288 s freeway,f way,s f way,288 s f way,frontage road,fwy frontage road,s fwy frontage road,toll way,houston toll way,sam houston toll way"
1673,"gu loaf,i-45 gu loaf,on i-45 gu loaf,gulf freeway,i-45 gulf freeway,on i-45 gulf freeway,f way,gulf f way,i-45 gulf f way,frontage road,fwy frontage road,gulf fwy frontage road"
1674,"katy freeway,on katy freeway,cleared on katy freeway,f way,katy f way,on katy f way"
1675,"on highway,closed on highway,h way,on h way,closed on h way,sw freeway,69 sw freeway,and 69 sw freeway,f way,sw f way,69 sw f way"
1676,"b locks,accident b locks,rig heights,three rig heights,the three rig heights,toll way,houston toll way,sam houston toll way"
1677,"b locks,accident b locks,rig heights,three rig heights,the three rig heights"
1678,"katy freeway,on katy freeway,caution on katy freeway,f way,katy f way,on katy f way"
1679,"wa terrace,high wa terrace,on highway,#westside on highway,in #westside on highway,h way,on h way,#westside on h way"
1680,"wa terrace,high wa terrace,to high wa terrace,on highway,#houston on highway,in #houston on highway,h way,on h way,#houston on h way,between park,nbsb between park,both nbsb between park,park row,between park row,nbsb between park row,clay road,and clay road,row and clay road"
1681,"wa terrace,high wa terrace,to high wa terrace,townsen boulevard,between townsen boulevard,nbsb between townsen boulevard,bouleva road,townsen bouleva road,between townsen bouleva road,kingwood drive,and kingwood drive,boulevard and kingwood drive"
1682,"wa terrace,high wa terrace,to high wa terrace,# spring,in # spring,water in # spring,on highway,#spring on highway,in #spring on highway,h way,on h way,#spring on h way,ray ford,between ray ford,ebwb between ray ford,rayfo road,between rayfo road,ebwb between rayfo road,rayford road,between rayford road,ebwb between rayford road,farm-to-market road,and farm-to-market road,rd and farm-to-market road"
1683,None
1684,"on highway,#pasadena on highway,in #pasadena on highway,h way,on h way,#pasadena on h way,po route,la po route,225 la po route,porte freeway,la porte freeway,225 la porte freeway,f way,porte f way,la porte f way"
1685,"on highway,#pasadena on highway,in #pasadena on highway,h way,on h way,#pasadena on h way,po route,la po route,225 la po route,porte freeway,la porte freeway,225 la porte freeway,f way,porte f way,la porte f way"
1686,"#harr island,in #harr island,flooding in #harr island,katy freeway,i-10 katy freeway,on i-10 katy freeway,f way,katy f way,i-10 katy f way,fwy freeway,katy fwy freeway,i-10 katy fwy freeway,free way,fwy free way,katy fwy free way,frontage road,freeway frontage road,fwy freeway frontage road,at highway,inbound at highway,rd inbound at highway,h way,at h way,inbound at h way"
1687,"# spring,in # spring,flooding in # spring,n freeway,i-45 n freeway,on i-45 n freeway,f way,n f way,i-45 n f way,frontage road,fwy frontage road,n fwy frontage road,cypresswood drive,e cypresswood drive,at e cypresswood drive"
1688,"e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way,cedar lane,at cedar lane,outbound at cedar lane"
1689,"wa terrace,high wa terrace,to high wa terrace,brush island,between brush island,ebwb between brush island,is land,brush is land,between brush is land,island road,brush island road,between brush island road,washington boulevard,and washington boulevard,rd and washington boulevard"
1690,"wa terrace,high wa terrace,to high wa terrace,#harr island,in #harr island,water in #harr island,houston parkway,sam houston parkway,s sam houston parkway,pk way,houston pk way,sam houston pk way,frontage road,pkwy frontage road,houston pkwy frontage road,between highway,eb between highway,rd eb between highway,h way,between h way,eb between h way,blackhawk boulevard,and blackhawk boulevard,35 and blackhawk boulevard"
1691,"on highway,#tomball on highway,in #tomball on highway,h way,on h way,#tomball on h way,tomball parkway,249 tomball parkway,hwy 249 tomball parkway,pk way,tomball pk way,249 tomball pk way,compaq center,at compaq center,sb at compaq center,ctr drive,compaq ctr drive,at compaq ctr drive"
1692,"rig heights,two rig heights,flooding two rig heights,# spring,in # spring,closed in # spring,n freeway,i-45 n freeway,on i-45 n freeway,f way,n f way,i-45 n f way,between spring,inbound between spring,fwy inbound between spring"
1693,"on highway,#tomball on highway,in #tomball on highway,h way,on h way,#tomball on h way,tomball parkway,249 tomball parkway,hwy 249 tomball parkway,pk way,tomball pk way,249 tomball pk way,frontage road,pkwy frontage road,tomball pkwy frontage road,compaq center,at compaq center,nb at compaq center,ctr drive,compaq ctr drive,at compaq ctr drive"
1694,"toll way,houston toll way,sam houston toll way,frontage road,tollway frontage road,houston tollway frontage road,katy freeway,i-10 katy freeway,the i-10 katy freeway,f way,katy f way,i-10 katy f way"
1695,"gu loaf,i-45 gu loaf,on i-45 gu loaf,gulf freeway,i-45 gulf freeway,on i-45 gulf freeway,f way,gulf f way,i-45 gulf f way,frontage road,fwy frontage road,gulf fwy frontage road,scars dale,at scars dale,outbound at scars dale"
1696,"wa terrace,high wa terrace,to high wa terrace,brush island,between brush island,ebwb between brush island,is land,brush is land,between brush is land,island road,brush island road,between brush island road,washington boulevard,and washington boulevard,rd and washington boulevard"
1697,"wa terrace,high wa terrace,on highway,#westside on highway,in #westside on highway,h way,on h way,#westside on h way"
1698,"wa terrace,high wa terrace,to high wa terrace,on highway,#houston on highway,in #houston on highway,h way,on h way,#houston on h way,between park,nbsb between park,both nbsb between park,park row,between park row,nbsb between park row,clay road,and clay road,row and clay road"
1699,"wa terrace,high wa terrace,#cleve land,in #cleve land,lanes in #cleve land"
1700,"on highway,#southside on highway,in #southside on highway,h way,on h way,#southside on h way,s freeway,288 s freeway,hwy 288 s freeway,f way,s f way,288 s f way,frontage road,fwy frontage road,s fwy frontage road,toll way,houston toll way,sam houston toll way"
1701,"on highway,#southside on highway,in #southside on highway,h way,on h way,#southside on h way,s freeway,288 s freeway,hwy 288 s freeway,f way,s f way,288 s f way,frontage road,fwy frontage road,s fwy frontage road,toll way,houston toll way,sam houston toll way"
1702,"toll way,houston toll way,sam houston toll way"
1703,"toll way,houston toll way,sam houston toll way"
1704,"toll way,houston toll way,sam houston toll way"
1705,"#harr island,in #harr island,flooding in #harr island,katy freeway,i-10 katy freeway,on i-10 katy freeway,f way,katy f way,i-10 katy f way,frontage road,fwy frontage road,katy fwy frontage road,eld ridge,at eld ridge,outbound at eld ridge,eldridge parkway,at eldridge parkway,outbound at eldridge parkway,pk way,eldridge pk way,at eldridge pk way"
1706,"# spring,in # spring,flooding in # spring,n freeway,i-45 n freeway,on i-45 n freeway,f way,n f way,i-45 n f way,frontage road,fwy frontage road,n fwy frontage road,cypresswood drive,e cypresswood drive,at e cypresswood drive"
1707,"# spring,in # spring,flooding in # spring,n freeway,i-45 n freeway,on i-45 n freeway,f way,n f way,i-45 n f way,frontage road,fwy frontage road,n fwy frontage road,cypresswood drive,e cypresswood drive,at e cypresswood drive"
1708,"gu loaf,i-45 gu loaf,on i-45 gu loaf,gulf freeway,i-45 gulf freeway,on i-45 gulf freeway,f way,gulf f way,i-45 gulf f way,frontage road,fwy frontage road,gulf fwy frontage road"
1709,"gu loaf,i-45 gu loaf,on i-45 gu loaf,gulf freeway,i-45 gulf freeway,on i-45 gulf freeway,f way,gulf f way,i-45 gulf f way,frontage road,fwy frontage road,gulf fwy frontage road,scars dale,at scars dale,outbound at scars dale"
