County or equivalent,State or district,
2187,Okmulgee County,Oklahoma
2188,Osage County,Oklahoma
2189,Ottawa County,Oklahoma
2190,Pawnee County,Oklahoma
2191,Payne County,Oklahoma
2192,Pittsburg County,Oklahoma
2193,Pontotoc County,Oklahoma
2194,Pottawatomie County,Oklahoma
2195,Pushmataha County,Oklahoma
2196,Roger Mills County,Oklahoma
2197,Rogers County,Oklahoma
2198,Seminole County,Oklahoma
2199,Sequoyah County,Oklahoma
2200,Stephens County,Oklahoma
2201,Texas County,Oklahoma
2202,Tillman County,Oklahoma
2203,Tulsa County,Oklahoma
2204,Wagoner County,Oklahoma
2205,Washington County,Oklahoma
2206,Washita County,Oklahoma
2207,Woods County,Oklahoma
2208,Woodward County,Oklahoma
2209,Baker County,Oregon
2210,Benton County,Oregon
2211,Clackamas County,Oregon
2212,Clatsop County,Oregon
2213,Columbia County,Oregon
2214,Coos County,Oregon
2215,Crook County,Oregon
2216,Curry County,Oregon
2217,Deschutes County,Oregon
2218,Douglas County,Oregon
2219,Gilliam County,Oregon
2220,Grant County,Oregon
2221,Harney County,Oregon
2222,Hood River County,Oregon
2223,Jackson County,Oregon
2224,Jefferson County,Oregon
2225,Josephine County,Oregon
2226,Klamath County,Oregon
2227,Lake County,Oregon
2228,Lane County,Oregon
2229,Lincoln County,Oregon
2230,Linn County,Oregon
2231,Malheur County,Oregon
2232,Marion County,Oregon
2233,Morrow County,Oregon
2234,Multnomah County,Oregon
2235,Polk County,Oregon
2236,Sherman County,Oregon
2237,Tillamook County,Oregon
2238,Umatilla County,Oregon
2239,Union County,Oregon
2240,Wallowa County,Oregon
2241,Wasco County,Oregon
2242,Washington County,Oregon
2243,Wheeler County,Oregon
2244,Yamhill County,Oregon
2245,Adams County,Pennsylvania
2246,Allegheny County,Pennsylvania
2247,Armstrong County,Pennsylvania
2248,Beaver County,Pennsylvania
2249,Bedford County,Pennsylvania
2250,Berks County,Pennsylvania
2251,Blair County,Pennsylvania
2252,Bradford County,Pennsylvania
2253,Bucks County,Pennsylvania
2254,Butler County,Pennsylvania
2255,Cambria County,Pennsylvania
2256,Cameron County,Pennsylvania
2257,Carbon County,Pennsylvania
2258,Centre County,Pennsylvania
2259,Chester County,Pennsylvania
2260,Clarion County,Pennsylvania
2261,Clearfield County,Pennsylvania
2262,Clinton County,Pennsylvania
2263,Columbia County,Pennsylvania
2264,Crawford County,Pennsylvania
2265,Cumberland County,Pennsylvania
2266,Dauphin County,Pennsylvania
2267,Delaware County,Pennsylvania
2268,Elk County,Pennsylvania
2269,Erie County,Pennsylvania
2270,Fayette County,Pennsylvania
2271,Forest County,Pennsylvania
2272,Franklin County,Pennsylvania
2273,Fulton County,Pennsylvania
2274,Greene County,Pennsylvania
2275,Huntingdon County,Pennsylvania
2276,Indiana County,Pennsylvania
2277,Jefferson County,Pennsylvania
2278,Juniata County,Pennsylvania
2279,Lackawanna County,Pennsylvania
2280,Lancaster County,Pennsylvania
2281,Lawrence County,Pennsylvania
2282,Lebanon County,Pennsylvania
2283,Lehigh County,Pennsylvania
2284,Luzerne County,Pennsylvania
2285,Lycoming County,Pennsylvania
2286,McKean County,Pennsylvania
2287,Mercer County,Pennsylvania
2288,Mifflin County,Pennsylvania
2289,Monroe County,Pennsylvania
2290,Montgomery County,Pennsylvania
2291,Montour County,Pennsylvania
2292,Northampton County,Pennsylvania
2293,Northumberland County,Pennsylvania
2294,Perry County,Pennsylvania
2295,Philadelphia County,Pennsylvania
2296,Pike County,Pennsylvania
2297,Potter County,Pennsylvania
2298,Schuylkill County,Pennsylvania
2299,Snyder County,Pennsylvania
2300,Somerset County,Pennsylvania
2301,Sullivan County,Pennsylvania
2302,Susquehanna County,Pennsylvania
2303,Tioga County,Pennsylvania
2304,Union County,Pennsylvania
2305,Venango County,Pennsylvania
2306,Warren County,Pennsylvania
2307,Washington County,Pennsylvania
2308,Wayne County,Pennsylvania
2309,Westmoreland County,Pennsylvania
2310,Wyoming County,Pennsylvania
2311,York County,Pennsylvania
2312,Bristol County,Rhode Island
2313,Kent County,Rhode Island
2314,Newport County,Rhode Island
2315,Providence County,Rhode Island
2316,Washington County,Rhode Island
2317,Abbeville County,South Carolina
2318,Aiken County,South Carolina
2319,Allendale County,South Carolina
2320,Anderson County,South Carolina
2321,Bamberg County,South Carolina
2322,Barnwell County,South Carolina
2323,Beaufort County,South Carolina
2324,Berkeley County,South Carolina
2325,Calhoun County,South Carolina
2326,Charleston County,South Carolina
2327,Cherokee County,South Carolina
2328,Chester County,South Carolina
2329,Chesterfield County,South Carolina
2330,Clarendon County,South Carolina
2331,Colleton County,South Carolina
2332,Darlington County,South Carolina
2333,Dillon County,South Carolina
2334,Dorchester County,South Carolina
2335,Edgefield County,South Carolina
2336,Fairfield County,South Carolina
2337,Florence County,South Carolina
2338,Georgetown County,South Carolina
2339,Greenville County,South Carolina
2340,Greenwood County,South Carolina
2341,Hampton County,South Carolina
2342,Horry County,South Carolina
2343,Jasper County,South Carolina
2344,Kershaw County,South Carolina
2345,Lancaster County,South Carolina
2346,Laurens County,South Carolina
2347,Lee County,South Carolina
2348,Lexington County,South Carolina
2349,McCormick County,South Carolina
2350,Marion County,South Carolina
2351,Marlboro County,South Carolina
2352,Newberry County,South Carolina
2353,Oconee County,South Carolina
2354,Orangeburg County,South Carolina
2355,Pickens County,South Carolina
2356,Richland County,South Carolina
2357,Saluda County,South Carolina
2358,Spartanburg County,South Carolina
2359,Sumter County,South Carolina
2360,Union County,South Carolina
2361,Williamsburg County,South Carolina
2362,York County,South Carolina
2363,Aurora County,South Dakota
2364,Beadle County,South Dakota
2365,Bennett County,South Dakota
2366,Bon Homme County,South Dakota
2367,Brookings County,South Dakota
2368,Brown County,South Dakota
2369,Brule County,South Dakota
2370,Buffalo County,South Dakota
2371,Butte County,South Dakota
2372,Campbell County,South Dakota
2373,Charles Mix County,South Dakota
2374,Clark County,South Dakota
2375,Clay County,South Dakota
2376,Codington County,South Dakota
2377,Corson County,South Dakota
2378,Custer County,South Dakota
2379,Davison County,South Dakota
2380,Day County,South Dakota
2381,Deuel County,South Dakota
2382,Dewey County,South Dakota
2383,Douglas County,South Dakota
2384,Edmunds County,South Dakota
2385,Fall River County,South Dakota
2386,Faulk County,South Dakota
2387,Grant County,South Dakota
2388,Gregory County,South Dakota
2389,Haakon County,South Dakota
2390,Hamlin County,South Dakota
2391,Hand County,South Dakota
2392,Hanson County,South Dakota
2393,Harding County,South Dakota
2394,Hughes County,South Dakota
2395,Hutchinson County,South Dakota
2396,Hyde County,South Dakota
2397,Jackson County,South Dakota
2398,Jerauld County,South Dakota
2399,Jones County,South Dakota
2400,Kingsbury County,South Dakota
2401,Lake County,South Dakota
2402,Lawrence County,South Dakota
2403,Lincoln County,South Dakota
2404,Lyman County,South Dakota
2405,McCook County,South Dakota
2406,McPherson County,South Dakota
2407,Marshall County,South Dakota
2408,Meade County,South Dakota
2409,Mellette County,South Dakota
2410,Miner County,South Dakota
2411,Minnehaha County,South Dakota
2412,Moody County,South Dakota
2413,Pennington County,South Dakota
2414,Perkins County,South Dakota
2415,Potter County,South Dakota
2416,Roberts County,South Dakota
2417,Sanborn County,South Dakota
2418,Shannon County,South Dakota
2419,Spink County,South Dakota
2420,Stanley County,South Dakota
2421,Sully County,South Dakota
2422,Todd County,South Dakota
2423,Tripp County,South Dakota
2424,Turner County,South Dakota
2425,Union County,South Dakota
2426,Walworth County,South Dakota
2427,Yankton County,South Dakota
2428,Ziebach County,South Dakota
2429,Anderson County,Tennessee
2430,Bedford County,Tennessee
2431,Benton County,Tennessee
2432,Bledsoe County,Tennessee
2433,Blount County,Tennessee
2434,Bradley County,Tennessee
2435,Campbell County,Tennessee
2436,Cannon County,Tennessee
2437,Carroll County,Tennessee
2438,Carter County,Tennessee
2439,Cheatham County,Tennessee
2440,Chester County,Tennessee
2441,Claiborne County,Tennessee
2442,Clay County,Tennessee
2443,Cocke County,Tennessee
2444,Coffee County,Tennessee
2445,Crockett County,Tennessee
2446,Cumberland County,Tennessee
2447,Davidson County,Tennessee
2448,Decatur County,Tennessee
2449,DeKalb County,Tennessee
2450,Dickson County,Tennessee
2451,Dyer County,Tennessee
2452,Fayette County,Tennessee
2453,Fentress County,Tennessee
2454,Franklin County,Tennessee
2455,Gibson County,Tennessee
2456,Giles County,Tennessee
2457,Grainger County,Tennessee
2458,Greene County,Tennessee
2459,Grundy County,Tennessee
2460,Hamblen County,Tennessee
2461,Hamilton County,Tennessee
2462,Hancock County,Tennessee
2463,Hardeman County,Tennessee
2464,Hardin County,Tennessee
2465,Hawkins County,Tennessee
2466,Haywood County,Tennessee
2467,Henderson County,Tennessee
2468,Henry County,Tennessee
2469,Hickman County,Tennessee
2470,Houston County,Tennessee
2471,Humphreys County,Tennessee
2472,Jackson County,Tennessee
2473,Jefferson County,Tennessee
2474,Johnson County,Tennessee
2475,Knox County,Tennessee
2476,Lake County,Tennessee
2477,Lauderdale County,Tennessee
2478,Lawrence County,Tennessee
2479,Lewis County,Tennessee
2480,Lincoln County,Tennessee
2481,Loudon County,Tennessee
2482,McMinn County,Tennessee
2483,McNairy County,Tennessee
2484,Macon County,Tennessee
2485,Madison County,Tennessee
2486,Marion County,Tennessee
2487,Marshall County,Tennessee
2488,Maury County,Tennessee
2489,Meigs County,Tennessee
2490,Monroe County,Tennessee
2491,Montgomery County,Tennessee
2492,Moore County,Tennessee
2493,Morgan County,Tennessee
2494,Obion County,Tennessee
2495,Overton County,Tennessee
2496,Perry County,Tennessee
2497,Pickett County,Tennessee
2498,Polk County,Tennessee
2499,Putnam County,Tennessee
2500,Rhea County,Tennessee
2501,Roane County,Tennessee
2502,Robertson County,Tennessee
2503,Rutherford County,Tennessee
2504,Scott County,Tennessee
2505,Sequatchie County,Tennessee
2506,Sevier County,Tennessee
2507,Shelby County,Tennessee
2508,Smith County,Tennessee
2509,Stewart County,Tennessee
2510,Sullivan County,Tennessee
2511,Sumner County,Tennessee
2512,Tipton County,Tennessee
2513,Trousdale County,Tennessee
2514,Unicoi County,Tennessee
2515,Union County,Tennessee
2516,Van Buren County,Tennessee
2517,Warren County,Tennessee
2518,Washington County,Tennessee
2519,Wayne County,Tennessee
2520,Weakley County,Tennessee
2521,White County,Tennessee
2522,Williamson County,Tennessee
2523,Wilson County,Tennessee
2524,Anderson County,Texas
2525,Andrews County,Texas
2526,Angelina County,Texas
2527,Aransas County,Texas
2528,Archer County,Texas
2529,Armstrong County,Texas
2530,Atascosa County,Texas
2531,Austin County,Texas
2532,Bailey County,Texas
2533,Bandera County,Texas
2534,Bastrop County,Texas
2535,Baylor County,Texas
2536,Bee County,Texas
2537,Bell County,Texas
2538,Bexar County,Texas
2539,Blanco County,Texas
2540,Borden County,Texas
2541,Bosque County,Texas
2542,Bowie County,Texas
2543,Brazoria County,Texas
2544,Brazos County,Texas
2545,Brewster County,Texas
2546,Briscoe County,Texas
2547,Brooks County,Texas
2548,Brown County,Texas
2549,Burleson County,Texas
2550,Burnet County,Texas
2551,Caldwell County,Texas
2552,Calhoun County,Texas
2553,Callahan County,Texas
2554,Cameron County,Texas
2555,Camp County,Texas
2556,Carson County,Texas
2557,Cass County,Texas
2558,Castro County,Texas
2559,Chambers County,Texas
2560,Cherokee County,Texas
2561,Childress County,Texas
2562,Clay County,Texas
2563,Cochran County,Texas
2564,Coke County,Texas
2565,Coleman County,Texas
2566,Collin County,Texas
2567,Collingsworth County,Texas
2568,Colorado County,Texas
2569,Comal County,Texas
2570,Comanche County,Texas
2571,Concho County,Texas
2572,Cooke County,Texas
2573,Coryell County,Texas
2574,Cottle County,Texas
2575,Crane County,Texas
2576,Crockett County,Texas
2577,Crosby County,Texas
2578,Culberson County,Texas
2579,Dallam County,Texas
2580,Dallas County,Texas
2581,Dawson County,Texas
2582,Deaf Smith County,Texas
2583,Delta County,Texas
2584,Denton County,Texas
2585,DeWitt County,Texas
2586,Dickens County,Texas
2587,Dimmit County,Texas
2588,Donley County,Texas
2589,Duval County,Texas
2590,Eastland County,Texas
2591,Ector County,Texas
2592,Edwards County,Texas
2593,Ellis County,Texas
2594,El Paso County,Texas
2595,Erath County,Texas
2596,Falls County,Texas
2597,Fannin County,Texas
2598,Fayette County,Texas
2599,Fisher County,Texas
2600,Floyd County,Texas
2601,Foard County,Texas
2602,Fort Bend County,Texas
2603,Franklin County,Texas
2604,Freestone County,Texas
2605,Frio County,Texas
2606,Gaines County,Texas
2607,Galveston County,Texas
2608,Garza County,Texas
2609,Gillespie County,Texas
2610,Glasscock County,Texas
2611,Goliad County,Texas
2612,Gonzales County,Texas
2613,Gray County,Texas
2614,Grayson County,Texas
2615,Gregg County,Texas
2616,Grimes County,Texas
2617,Guadalupe County,Texas
2618,Hale County,Texas
2619,Hall County,Texas
2620,Hamilton County,Texas
2621,Hansford County,Texas
2622,Hardeman County,Texas
2623,Hardin County,Texas
2624,Harris County,Texas
2625,Harrison County,Texas
2626,Hartley County,Texas
2627,Haskell County,Texas
2628,Hays County,Texas
2629,Hemphill County,Texas
2630,Henderson County,Texas
2631,Hidalgo County,Texas
2632,Hill County,Texas
2633,Hockley County,Texas
2634,Hood County,Texas
2635,Hopkins County,Texas
2636,Houston County,Texas
2637,Howard County,Texas
2638,Hudspeth County,Texas
2639,Hunt County,Texas
2640,Hutchinson County,Texas
2641,Irion County,Texas
2642,Jack County,Texas
2643,Jackson County,Texas
2644,Jasper County,Texas
2645,Jeff Davis County,Texas
2646,Jefferson County,Texas
2647,Jim Hogg County,Texas
2648,Jim Wells County,Texas
2649,Johnson County,Texas
2650,Jones County,Texas
2651,Karnes County,Texas
2652,Kaufman County,Texas
2653,Kendall County,Texas
2654,Kenedy County,Texas
2655,Kent County,Texas
2656,Kerr County,Texas
2657,Kimble County,Texas
2658,King County,Texas
2659,Kinney County,Texas
2660,Kleberg County,Texas
2661,Knox County,Texas
2662,Lamar County,Texas
2663,Lamb County,Texas
2664,Lampasas County,Texas
2665,La Salle County,Texas
2666,Lavaca County,Texas
2667,Lee County,Texas
2668,Leon County,Texas
2669,Liberty County,Texas
2670,Limestone County,Texas
2671,Lipscomb County,Texas
2672,Live Oak County,Texas
2673,Llano County,Texas
2674,Loving County,Texas
2675,Lubbock County,Texas
2676,Lynn County,Texas
2677,McCulloch County,Texas
2678,McLennan County,Texas
2679,McMullen County,Texas
2680,Madison County,Texas
2681,Marion County,Texas
2682,Martin County,Texas
2683,Mason County,Texas
2684,Matagorda County,Texas
2685,Maverick County,Texas
2686,Medina County,Texas
2687,Menard County,Texas
2688,Midland County,Texas
2689,Milam County,Texas
2690,Mills County,Texas
2691,Mitchell County,Texas
2692,Montague County,Texas
2693,Montgomery County,Texas
2694,Moore County,Texas
2695,Morris County,Texas
2696,Motley County,Texas
2697,Nacogdoches County,Texas
2698,Navarro County,Texas
2699,Newton County,Texas
2700,Nolan County,Texas
2701,Nueces County,Texas
2702,Ochiltree County,Texas
2703,Oldham County,Texas
2704,Orange County,Texas
2705,Palo Pinto County,Texas
2706,Panola County,Texas
2707,Parker County,Texas
2708,Parmer County,Texas
2709,Pecos County,Texas
2710,Polk County,Texas
2711,Potter County,Texas
2712,Presidio County,Texas
2713,Rains County,Texas
2714,Randall County,Texas
2715,Reagan County,Texas
2716,Real County,Texas
2717,Red River County,Texas
2718,Reeves County,Texas
2719,Refugio County,Texas
2720,Roberts County,Texas
2721,Robertson County,Texas
2722,Rockwall County,Texas
2723,Runnels County,Texas
2724,Rusk County,Texas
2725,Sabine County,Texas
2726,San Augustine County,Texas
2727,San Jacinto County,Texas
2728,San Patricio County,Texas
2729,San Saba County,Texas
2730,Schleicher County,Texas
2731,Scurry County,Texas
2732,Shackelford County,Texas
2733,Shelby County,Texas
2734,Sherman County,Texas
2735,Smith County,Texas
2736,Somervell County,Texas
2737,Starr County,Texas
2738,Stephens County,Texas
2739,Sterling County,Texas
2740,Stonewall County,Texas
2741,Sutton County,Texas
2742,Swisher County,Texas
2743,Tarrant County,Texas
2744,Taylor County,Texas
2745,Terrell County,Texas
2746,Terry County,Texas
2747,Throckmorton County,Texas
2748,Titus County,Texas
2749,Tom Green County,Texas
2750,Travis County,Texas
2751,Trinity County,Texas
2752,Tyler County,Texas
2753,Upshur County,Texas
2754,Upton County,Texas
2755,Uvalde County,Texas
2756,Val Verde County,Texas
2757,Van Zandt County,Texas
2758,Victoria County,Texas
2759,Walker County,Texas
2760,Waller County,Texas
2761,Ward County,Texas
2762,Washington County,Texas
2763,Webb County,Texas
2764,Wharton County,Texas
2765,Wheeler County,Texas
2766,Wichita County,Texas
2767,Wilbarger County,Texas
2768,Willacy County,Texas
2769,Williamson County,Texas
2770,Wilson County,Texas
2771,Winkler County,Texas
2772,Wise County,Texas
2773,Wood County,Texas
2774,Yoakum County,Texas
2775,Young County,Texas
2776,Zapata County,Texas
2777,Zavala County,Texas
2778,Beaver County,Utah
2779,Box Elder County,Utah
2780,Cache County,Utah
2781,Carbon County,Utah
2782,Daggett County,Utah
2783,Davis County,Utah
2784,Duchesne County,Utah
2785,Emery County,Utah
2786,Garfield County,Utah
2787,Grand County,Utah
2788,Iron County,Utah
2789,Juab County,Utah
2790,Kane County,Utah
2791,Millard County,Utah
2792,Morgan County,Utah
2793,Piute County,Utah
2794,Rich County,Utah
2795,Salt Lake County,Utah
2796,San Juan County,Utah
2797,Sanpete County,Utah
2798,Sevier County,Utah
2799,Summit County,Utah
2800,Tooele County,Utah
2801,Uintah County,Utah
2802,Utah County,Utah
2803,Wasatch County,Utah
2804,Washington County,Utah
2805,Wayne County,Utah
2806,Weber County,Utah
2807,Addison County,Vermont
2808,Bennington County,Vermont
2809,Caledonia County,Vermont
2810,Chittenden County,Vermont
2811,Essex County,Vermont
2812,Franklin County,Vermont
2813,Grand Isle County,Vermont
2814,Lamoille County,Vermont
2815,Orange County,Vermont
2816,Orleans County,Vermont
2817,Rutland County,Vermont
2818,Washington County,Vermont
2819,Windham County,Vermont
2820,Windsor County,Vermont
2821,Accomack County,Virginia
2822,Albemarle County,Virginia
2823,Alleghany County,Virginia
2824,Amelia County,Virginia
2825,Amherst County,Virginia
2826,Appomattox County,Virginia
2827,Arlington County,Virginia
2828,Augusta County,Virginia
2829,Bath County,Virginia
2830,Bedford County,Virginia
2831,Bland County,Virginia
2832,Botetourt County,Virginia
2833,Brunswick County,Virginia
2834,Buchanan County,Virginia
2835,Buckingham County,Virginia
2836,Campbell County,Virginia
2837,Caroline County,Virginia
2838,Carroll County,Virginia
2839,Charles City County,Virginia
2840,Charlotte County,Virginia
2841,Chesterfield County,Virginia
2842,Clarke County,Virginia
2843,Craig County,Virginia
2844,Culpeper County,Virginia
2845,Cumberland County,Virginia
2846,Dickenson County,Virginia
2847,Dinwiddie County,Virginia
2848,Essex County,Virginia
2849,Fairfax County,Virginia
2850,Fauquier County,Virginia
2851,Floyd County,Virginia
2852,Fluvanna County,Virginia
2853,Franklin County,Virginia
2854,Frederick County,Virginia
2855,Giles County,Virginia
2856,Gloucester County,Virginia
2857,Goochland County,Virginia
2858,Grayson County,Virginia
2859,Greene County,Virginia
2860,Greensville County,Virginia
2861,Halifax County,Virginia
2862,Hanover County,Virginia
2863,Henrico County,Virginia
2864,Henry County,Virginia
2865,Highland County,Virginia
2866,Isle of Wight County,Virginia
2867,James City County,Virginia
2868,King and Queen County,Virginia
2869,King George County,Virginia
2870,King William County,Virginia
2871,Lancaster County,Virginia
2872,Lee County,Virginia
2873,Loudoun County,Virginia
2874,Louisa County,Virginia
2875,Lunenburg County,Virginia
2876,Madison County,Virginia
2877,Mathews County,Virginia
2878,Mecklenburg County,Virginia
2879,Middlesex County,Virginia
2880,Montgomery County,Virginia
2881,Nelson County,Virginia
2882,New Kent County,Virginia
2883,Northampton County,Virginia
2884,Northumberland County,Virginia
2885,Nottoway County,Virginia
2886,Orange County,Virginia
2887,Page County,Virginia
2888,Patrick County,Virginia
2889,Pittsylvania County,Virginia
2890,Powhatan County,Virginia
2891,Prince Edward County,Virginia
2892,Prince George County,Virginia
2893,Prince William County,Virginia
2894,Pulaski County,Virginia
2895,Rappahannock County,Virginia
2896,Richmond County,Virginia
2897,Roanoke County,Virginia
2898,Rockbridge County,Virginia
2899,Rockingham County,Virginia
2900,Russell County,Virginia
2901,Scott County,Virginia
2902,Shenandoah County,Virginia
2903,Smyth County,Virginia
2904,Southampton County,Virginia
2905,Spotsylvania County,Virginia
2906,Stafford County,Virginia
2907,Surry County,Virginia
2908,Sussex County,Virginia
2909,Tazewell County,Virginia
2910,Warren County,Virginia
2911,Washington County,Virginia
2912,Westmoreland County,Virginia
2913,Wise County,Virginia
2914,Wythe County,Virginia
2915,York County,Virginia
2916,"Alexandria, City of",Virginia
2917,"Bedford, City of",Virginia
2918,"Bristol, City of",Virginia
2919,"Buena Vista, City of",Virginia
2920,"Charlottesville, City of",Virginia
2921,"Chesapeake, City of",Virginia
2922,"Colonial Heights, City of",Virginia
2923,"Covington, City of",Virginia
2924,"Danville, City of",Virginia
2925,"Emporia, City of",Virginia
2926,"Fairfax, City of",Virginia
2927,"Falls Church, City of",Virginia
2928,"Franklin, City of",Virginia
2929,"Fredericksburg, City of",Virginia
2930,"Galax, City of",Virginia
2931,"Hampton, City of",Virginia
2932,"Harrisonburg, City of",Virginia
2933,"Hopewell, City of",Virginia
2934,"Lexington, City of",Virginia
2935,"Lynchburg, City of",Virginia
2936,"Manassas, City of",Virginia
2937,"Manassas Park, City of",Virginia
2938,"Martinsville, City of",Virginia
2939,"Newport News, City of",Virginia
2940,"Norfolk, City of",Virginia
2941,"Norton, City of",Virginia
2942,"Petersburg, City of",Virginia
2943,"Poquoson, City of",Virginia
2944,"Portsmouth, City of",Virginia
2945,"Radford, City of",Virginia
2946,"Richmond, City of",Virginia
2947,"Roanoke, City of",Virginia
2948,"Salem, City of",Virginia
2949,"Staunton, City of",Virginia
2950,"Suffolk, City of",Virginia
2951,"Virginia Beach, City of",Virginia
2952,"Waynesboro, City of",Virginia
2953,"Williamsburg, City of",Virginia
2954,"Winchester, City of",Virginia
2955,Adams County,Washington
2956,Asotin County,Washington
2957,Benton County,Washington
2958,Chelan County,Washington
2959,Clallam County,Washington
2960,Clark County,Washington
2961,Columbia County,Washington
2962,Cowlitz County,Washington
2963,Douglas County,Washington
2964,Ferry County,Washington
2965,Franklin County,Washington
2966,Garfield County,Washington
2967,Grant County,Washington
2968,Grays Harbor County,Washington
2969,Island County,Washington
2970,Jefferson County,Washington
2971,King County,Washington
2972,Kitsap County,Washington
2973,Kittitas County,Washington
2974,Klickitat County,Washington
2975,Lewis County,Washington
2976,Lincoln County,Washington
2977,Mason County,Washington
2978,Okanogan County,Washington
2979,Pacific County,Washington
2980,Pend Oreille County,Washington
2981,Pierce County,Washington
2982,San Juan County,Washington
2983,Skagit County,Washington
2984,Skamania County,Washington
2985,Snohomish County,Washington
2986,Spokane County,Washington
2987,Stevens County,Washington
2988,Thurston County,Washington
2989,Wahkiakum County,Washington
2990,Walla Walla County,Washington
2991,Whatcom County,Washington
2992,Whitman County,Washington
2993,Yakima County,Washington
2994,Barbour County,West Virginia
2995,Berkeley County,West Virginia
2996,Boone County,West Virginia
2997,Braxton County,West Virginia
2998,Brooke County,West Virginia
2999,Cabell County,West Virginia
3000,Calhoun County,West Virginia
3001,Clay County,West Virginia
3002,Doddridge County,West Virginia
3003,Fayette County,West Virginia
3004,Gilmer County,West Virginia
3005,Grant County,West Virginia
3006,Greenbrier County,West Virginia
3007,Hampshire County,West Virginia
3008,Hancock County,West Virginia
3009,Hardy County,West Virginia
3010,Harrison County,West Virginia
3011,Jackson County,West Virginia
3012,Jefferson County,West Virginia
3013,Kanawha County,West Virginia
3014,Lewis County,West Virginia
3015,Lincoln County,West Virginia
3016,Logan County,West Virginia
3017,McDowell County,West Virginia
3018,Marion County,West Virginia
3019,Marshall County,West Virginia
3020,Mason County,West Virginia
3021,Mercer County,West Virginia
3022,Mineral County,West Virginia
3023,Mingo County,West Virginia
3024,Monongalia County,West Virginia
3025,Monroe County,West Virginia
3026,Morgan County,West Virginia
3027,Nicholas County,West Virginia
3028,Ohio County,West Virginia
3029,Pendleton County,West Virginia
3030,Pleasants County,West Virginia
3031,Pocahontas County,West Virginia
3032,Preston County,West Virginia
3033,Putnam County,West Virginia
3034,Raleigh County,West Virginia
3035,Randolph County,West Virginia
3036,Ritchie County,West Virginia
3037,Roane County,West Virginia
3038,Summers County,West Virginia
3039,Taylor County,West Virginia
3040,Tucker County,West Virginia
3041,Tyler County,West Virginia
3042,Upshur County,West Virginia
3043,Wayne County,West Virginia
3044,Webster County,West Virginia
3045,Wetzel County,West Virginia
3046,Wirt County,West Virginia
3047,Wood County,West Virginia
3048,Wyoming County,West Virginia
3049,Adams County,Wisconsin
3050,Ashland County,Wisconsin
3051,Barron County,Wisconsin
3052,Bayfield County,Wisconsin
3053,Brown County,Wisconsin
3054,Buffalo County,Wisconsin
3055,Burnett County,Wisconsin
3056,Calumet County,Wisconsin
3057,Chippewa County,Wisconsin
3058,Clark County,Wisconsin
3059,Columbia County,Wisconsin
3060,Crawford County,Wisconsin
3061,Dane County,Wisconsin
3062,Dodge County,Wisconsin
3063,Door County,Wisconsin
3064,Douglas County,Wisconsin
3065,Dunn County,Wisconsin
3066,Eau Claire County,Wisconsin
3067,Florence County,Wisconsin
3068,Fond du Lac County,Wisconsin
3069,Forest County,Wisconsin
3070,Grant County,Wisconsin
3071,Green County,Wisconsin
3072,Green Lake County,Wisconsin
3073,Iowa County,Wisconsin
3074,Iron County,Wisconsin
3075,Jackson County,Wisconsin
3076,Jefferson County,Wisconsin
3077,Juneau County,Wisconsin
3078,Kenosha County,Wisconsin
3079,Kewaunee County,Wisconsin
3080,La Crosse County,Wisconsin
3081,Lafayette County,Wisconsin
3082,Langlade County,Wisconsin
3083,Lincoln County,Wisconsin
3084,Manitowoc County,Wisconsin
3085,Marathon County,Wisconsin
3086,Marinette County,Wisconsin
3087,Marquette County,Wisconsin
3088,Menominee County,Wisconsin
3089,Milwaukee County,Wisconsin
3090,Monroe County,Wisconsin
3091,Oconto County,Wisconsin
3092,Oneida County,Wisconsin
3093,Outagamie County,Wisconsin
3094,Ozaukee County,Wisconsin
3095,Pepin County,Wisconsin
3096,Pierce County,Wisconsin
3097,Polk County,Wisconsin
3098,Portage County,Wisconsin
3099,Price County,Wisconsin
3100,Racine County,Wisconsin
3101,Richland County,Wisconsin
3102,Rock County,Wisconsin
3103,Rusk County,Wisconsin
3104,St. Croix County,Wisconsin
3105,Sauk County,Wisconsin
3106,Sawyer County,Wisconsin
3107,Shawano County,Wisconsin
3108,Sheboygan County,Wisconsin
3109,Taylor County,Wisconsin
3110,Trempealeau County,Wisconsin
3111,Vernon County,Wisconsin
3112,Vilas County,Wisconsin
3113,Walworth County,Wisconsin
3114,Washburn County,Wisconsin
3115,Washington County,Wisconsin
3116,Waukesha County,Wisconsin
3117,Waupaca County,Wisconsin
3118,Waushara County,Wisconsin
3119,Winnebago County,Wisconsin
3120,Wood County,Wisconsin
3121,Albany County,Wyoming
3122,Big Horn County,Wyoming
3123,Campbell County,Wyoming
3124,Carbon County,Wyoming
3125,Converse County,Wyoming
3126,Crook County,Wyoming
3127,Fremont County,Wyoming
3128,Goshen County,Wyoming
3129,Hot Springs County,Wyoming
3130,Johnson County,Wyoming
3131,Laramie County,Wyoming
3132,Lincoln County,Wyoming
3133,Natrona County,Wyoming
3134,Niobrara County,Wyoming
3135,Park County,Wyoming
3136,Platte County,Wyoming
3137,Sheridan County,Wyoming
3138,Sublette County,Wyoming
3139,Sweetwater County,Wyoming
3140,Teton County,Wyoming
3141,Uinta County,Wyoming
3142,Washakie County,Wyoming
3143,Weston County,Wyoming
